"full_path","source_root","relative_path","name","extension","size_bytes","size_mb","modified_time","sheet_count","approx_rows","approx_columns","encoding","possible_source","probable_content","key_variables_identified","thematic_category","potential_utility","status","compressed_entry_count","compressed_entry_extensions","observations"
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t51.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t51.xlsx","t51.xlsx",".xlsx","44248","0.042","2026-06-15T16:44:59","1","203","15","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t52.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t52.xlsx","t52.xlsx",".xlsx","47592","0.045","2026-06-15T16:44:59","1","93","46","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t53.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t53.xlsx","t53.xlsx",".xlsx","49982","0.048","2026-06-15T16:44:59","1","99","46","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t54.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t54.xlsx","t54.xlsx",".xlsx","78863","0.075","2026-06-15T16:44:59","1","125","54","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t55.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t55.xlsx","t55.xlsx",".xlsx","56811","0.054","2026-06-15T16:44:59","1","105","46","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t56.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t56.xlsx","t56.xlsx",".xlsx","47827","0.046","2026-06-15T16:44:59","1","105","57","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t57.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t57.xlsx","t57.xlsx",".xlsx","51720","0.049","2026-06-15T16:44:59","1","101","46","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t58.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t58.xlsx","t58.xlsx",".xlsx","80073","0.076","2026-06-15T16:44:59","1","129","52","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t59.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t59.xlsx","t59.xlsx",".xlsx","55839","0.053","2026-06-15T16:44:59","1","106","46","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t61.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t61.xlsx","t61.xlsx",".xlsx","18867","0.018","2026-06-15T16:44:59","1","39","58","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t62.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t62.xlsx","t62.xlsx",".xlsx","25789","0.025","2026-06-15T16:44:59","1","79","58","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t63.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t63.xlsx","t63.xlsx",".xlsx","20140","0.019","2026-06-15T16:44:59","1","171","58","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t71.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t71.xlsx","t71.xlsx",".xlsx","74968","0.071","2026-06-15T16:44:59","1","344","253","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t72.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t72.xlsx","t72.xlsx",".xlsx","23966","0.023","2026-06-15T16:44:59","1","359","54","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t73.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t73.xlsx","t73.xlsx",".xlsx","21628","0.021","2026-06-15T16:44:59","1","309","106","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t74.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t74.xlsx","t74.xlsx",".xlsx","74777","0.071","2026-06-15T16:44:59","1","373","253","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t75.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t75.xlsx","t75.xlsx",".xlsx","21984","0.021","2026-06-15T16:44:59","1","319","49","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t76.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t76.xlsx","t76.xlsx",".xlsx","21236","0.02","2026-06-15T16:44:59","1","300","46","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t81.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t81.xlsx","t81.xlsx",".xlsx","35673","0.034","2026-06-15T16:44:59","1","320","42","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t91.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t91.xlsx","t91.xlsx",".xlsx","54845","0.052","2026-06-15T16:44:59","1","374","68","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t92.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t92.xlsx","t92.xlsx",".xlsx","52826","0.05","2026-06-15T16:44:59","1","347","71","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t93.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t93.xlsx","t93.xlsx",".xlsx","41188","0.039","2026-06-15T16:44:59","1","350","66","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t94.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t94.xlsx","t94.xlsx",".xlsx","38999","0.037","2026-06-15T16:44:59","1","355","51","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\18_OPECstatistics\raw_unzipped\t95.xlsx","${DATA_PART_II}","18_OPECstatistics\raw_unzipped\t95.xlsx","t95.xlsx",".xlsx","52953","0.05","2026-06-15T16:44:59","1","344","55","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\19_Latinobarometro\F00011664-Latinobarometro_Serie_de_Tiempo_1995_2020.xlsx","${DATA_PART_II}","19_Latinobarometro\F00011664-Latinobarometro_Serie_de_Tiempo_1995_2020.xlsx","F00011664-Latinobarometro_Serie_de_Tiempo_1995_2020.xlsx",".xlsx","321284","0.306","2026-06-14T16:28:38","1","2036","28","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\19_Latinobarometro\F00018833-Latinobarometro_Serie_de_Tiempo_1995_2024.xlsx","${DATA_PART_II}","19_Latinobarometro\F00018833-Latinobarometro_Serie_de_Tiempo_1995_2024.xlsx","F00018833-Latinobarometro_Serie_de_Tiempo_1995_2024.xlsx",".xlsx","227480","0.217","2026-01-10T17:47:07","1","1998","28","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\19_Latinobarometro\Latinobarometro_datos.zip","${DATA_PART_II}","19_Latinobarometro\Latinobarometro_datos.zip","Latinobarometro_datos.zip",".zip","54240800","51.728","2026-06-18T11:12:53",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","23",".dta:23","ZIP contents listed without extraction."
"${DATA_PART_II}\19_Latinobarometro\PanelData_Latinobarometro_country-year+.R","${DATA_PART_II}","19_Latinobarometro\PanelData_Latinobarometro_country-year+.R","PanelData_Latinobarometro_country-year+.R",".r","20236","0.019","2026-06-18T11:59:38",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","paneldata_latinobarometro_country; year","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\19_Latinobarometro\PanelData_Latinobarometro_country-year.R","${DATA_PART_II}","19_Latinobarometro\PanelData_Latinobarometro_country-year.R","PanelData_Latinobarometro_country-year.R",".r","6967","0.007","2026-06-12T00:16:09",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","paneldata_latinobarometro_country; year","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\19_Latinobarometro\Data_base\F00001176-Latinobarometro_1995_Esp.pdf","${DATA_PART_II}","19_Latinobarometro\Data_base\F00001176-Latinobarometro_1995_Esp.pdf","F00001176-Latinobarometro_1995_Esp.pdf",".pdf","52376","0.05","2026-06-15T10:39:03",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\19_Latinobarometro\Data_base\F00001177-Latinobarometro_1995_Eng.pdf","${DATA_PART_II}","19_Latinobarometro\Data_base\F00001177-Latinobarometro_1995_Eng.pdf","F00001177-Latinobarometro_1995_Eng.pdf",".pdf","53604","0.051","2026-06-15T10:38:59",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
